recipe_name,tag,image_url,recipe_url,page,author,preparation_time,cook_time,total_time,rest_time,quantity,ingredients
Endives roulées au saumon fumé,POISSONS,https://assets.magimix.com/files/rec_27625/Fotolia_68154771_S.jpg,https://www.magimix.fr/recettes/endives-roulees-au-saumon-fume_c,32,Magimix,10,55,1,0,4 personnes,"['1 c.s. de jus de citron', '1 pincée de poivre', '1 pincée de sel', '0.5 c.c. de noix de muscade râpée', '60 g de comté râpé', '1 noix de beurre', '200 g de crème fraîche', ""900 g d'endives"", '6 tranches de saumon fumé']"
Purée de pommes de terre et truffe,LÉGUMES,https://assets.magimix.com/files/rec_13984/puree pommes de terre_avatar.jpg,https://www.magimix.fr/recettes/puree-de-pommes-de-terre_-truffe_c,32,Magimix,10,30,40,0,4 personnes,"['1 kg de pommes de terre à purée', '1 pincée de sel', '1 pincée de poivre du moulin', '50 g de parmesan râpé', '50 g de beurre', '100 ml de lait', '1 c.c. de truffe noire']"
Purée de céleri-rave aux pommes,LÉGUMES,https://assets.magimix.com/files/rec_24564/1081817721_puree_de_celeri_3697.jpg,https://www.magimix.fr/recettes/puree-de-celeri-rave-aux-pommes_c,32,Magimix,5,30,35,0,4 personnes,"['1 pincée de sel', '1 pincée de poivre', '3  pommes', ""2 c.s. d'huile d'olive"", '500 g de céleri-rave', '100 ml de crème liquide entière']"
Roesti,LÉGUMES,https://assets.magimix.com/files/rec_26896/80459322612_rostis_3908.jpg,https://www.magimix.fr/recettes/roesti_c,32,Magimix,15,20,35,0,6 personnes,"['1 kg de pommes de terre', ""2  gousse(s) d'ail"", '0.5 bouquet de persil', '1 pincée de sel', '1 pincée de poivre', '100 g de beurre', ""50 ml d'huile d'olive""]"
Piperade aux œufs mollets,VIANDES,https://assets.magimix.com/files/rec_17149/3_piperad_3922site.jpg,https://www.magimix.fr/recettes/piperade-aux-oeufs-mollets_c,32,Magimix,15,30,45,0,4 personnes,"[""2  gousse(s) d'ail"", '6 brins de persil plat', '1 pincée de sel', '1 pincée de poivre', ""50 ml d'huile d'olive"", '1  poivron vert', '1  poivron rouge', '1  poivron jaune', '600 g de coulis de tomate', '6  œufs extra-frais', '100 g de lardons fumés', '15  croûtons']"
Tomates farcies,VIANDES,https://assets.magimix.com/files/rec_4290/21_tomates_farcies_3814.jpg,https://www.magimix.fr/recettes/tomates-farcies_c,32,Magimix,15,45,1,0,6 personnes,"['300 g de steak haché', '50 g de mie de pain', ""2  gousse(s) d'ail"", '0.5 bouquet de persil plat', '1 pincée de sel', '1 pincée de poivre', '8 c.s. de lait', '1  oignon', '250 g de chair à saucisse aux herbes', '100 g de pain rassis', '6  grosses tomates à farcir', ""1 c.s. d'huile d'olive""]"
Asperges vapeur sauce aux herbes,LÉGUMES,https://assets.magimix.com/files/rec_26323/6_asperges_3606.jpg,https://www.magimix.fr/recettes/asperges-vapeur_c,32,Magimix,10,40,50,0,4 personnes,"['0.5 bouquet de cerfeuil', '0.5 bouquet de ciboulette', '1 c.c. de moutarde Savora®', '1 c.s. de vinaigre de riz', ""0.5 bouquet d'estragon"", '1 pincée de fleur de sel', '0.5 c.c. de baies roses', ""50 ml d'huile de colza ou d'olive"", '2  oignons nouveaux', ""1 c.s. de sirop d'érable"", ""1 kg d'asperges blanches ou vertes""]"
Aubergines et poivrons farcis,VIANDES,https://assets.magimix.com/files/rec_21152/9_Poivrons_farcis_au_boulghour_4355.jpg,https://www.magimix.fr/recettes/aubergines-et-poivrons-farcis_c,32,Magimix,10,55,1,0,6 personnes,"['200 g de boulgour', ""1  gousse d'ail"", '1 pincée de poivre 5 baies', '1 pincée de cumin en poudre', '60 g de parmesan râpé', ""50 ml d'huile d'olive"", '2  oignons', '450 g de poivrons', '3  aubergines', '1  œuf', '1  cube de bouillon de volaille', '200 g de jambon cru', '200 g de jambon cuit', ""1 brin d'origan"", '1 brin de persil', '1 brin de basilic']"
Compotée de légumes à la provençale,LÉGUMES,https://assets.magimix.com/files/rec_23858/49362954913_ratatouille_4098.jpg,https://www.magimix.fr/recettes/compotee-de-legumes_c,32,Magimix,15,1,1,0,4 personnes,"[""3  gousse(s) d'ail"", '2 g de laurier', '3 brins de thym', '1 pincée de sel', '1 pincée de poivre', ""1.5 c.s. d'huile d'olive"", '0.5  courgette', '3  oignon(s)', '1  aubergine', '2 c.c. de concentré de tomates', '1  poivron']"
"Endives au jambon, sauce mornay",VIANDES,https://assets.magimix.com/files/rec_17070/avatar_endives-avatar.jpg,https://www.magimix.fr/recettes/endives-au-jambon_c,32,Magimix,10,55,1,0,4 personnes,"['1 pincée de sel', '1 pincée de poivre', '50 g de parmesan râpé', '1 noix de beurre', ""900 g d'endives"", '6 tranches de jambon blanc', '50 g de beurre demi-sel', '50 g de farine T45', '300 ml de lait demi-écrémé, UHT', ""30 g d'emmental"", '30 g de comté', '1 pincée de sel', '1 pincée de poivre']"
Falafels et sauce tahin,VÉGÉTARIENS,https://assets.magimix.com/files/rec_28702/8_falafels_3878.jpg,https://www.magimix.fr/recettes/falafels_c,32,Magimix,10,20,1,1,4 personnes,"['2 tranches de pain mie blanc', ""3  gousses d'ail"", '1 bouquet de persil', '1 c.c. de cumin', '1 c.s. de levure chimique', '0.5 c.c. de paprika fumé', '0.5 bouquet de coriandre', '1 pincée de sel', '1 pincée de poivre', ""2 c.s. d'huile d'olive"", '240 g de pois chiches égouttés', '1 c.c. de baharat (facultatif)', ""1  gousse d'ail"", '50 g de tahin', '1  citron jaune', '1 c.c. de miel', ""2 c.s. d'huile d'olive"", ""2 c.s. d'eau""]"
Purée de potimarron et crumble,LÉGUMES,https://assets.magimix.com/files/rec_16863/7_puree_potimarron_3766.jpg,https://www.magimix.fr/recettes/puree-de-potimarron_c,32,Magimix,10,30,40,0,6 personnes,"['0.5 bouquet de persil plat', '1 pincée de sel', '1 pincée de poivre 5 baies', '300 g de châtaignes précuites', '3 c.s. de crème fraîche épaisse', '800 g de potimarron']"
"Purée de Butternut, pommes et jambon fumé",ENTRÉES,https://assets.magimix.com/files/rec_20341/Butterpom.jpg,https://www.magimix.fr/recettes/puree-de-butternut_-pommes-et-jambon-fume,32,Céline,30,20,50,0,6 personnes,"['1 kg de courge butternut', '2  pommes type Golden', ""1 c.s. d'huile"", '1 pincée de muscade', '150 g de jambon fumé', '2 noix de beurre', '2 brins de thym', '100 ml de crème fraîche', '2 pincées de poivre']"
Crème de poivron rouge,SAUCES,https://assets.magimix.com/files/rec_23681/creme de poivrons_avatar.jpg,https://www.magimix.fr/recettes/creme-de-poivron-rouge_c,32,Magimix,10,0,10,0,1 bol,"[""120 ml d'eau"", '170 g de poivrons rouges grillés', ""30 ml d'huile d'olive"", '120 g de tahin', '40 ml de jus de citron', ""2  gousses d'ail"", '5 g de tabasco', '2 boîtes de pois chiches', '1 c.c. de cumin moulu', '1 pincée de sel', '1 pincée de poivre']"
Sauce vegan à l'avocat,SAUCES,https://assets.magimix.com/files/rec_89163/sauce vegan avocat_avatar.jpg,https://www.magimix.fr/recettes/sauce-vegan-avocat_c,32,Magimix,10,0,10,0,1 bol,"['4 c.c. de jus de citron', '1  avocat', '240 ml d’eau chaude', '60 ml d’huile végétale au choix', '1 pincée de sel', '1 pincée de poivre']"
Chutney aux pommes,SAUCES,https://assets.magimix.com/files/rec_42546/avatar_Spiced Apple Chutney-avatar.jpg,https://www.magimix.fr/recettes/chutney-aux-pommes_c,32,Magimix,15,25,40,0,3 pots,"['3  pommes', '1  oignon', ""1  gousse d'ail"", '100 g de dattes', '50 g de raisins secs', '1 c.s. de paprika', ""3 c.c. d'épices mélangés"", '1 pincée de sel', '1 pincée de poivre', '245 g de sucre', '175 ml de vinaigre de cidre']"
Beurre végétal,SAUCES,https://assets.magimix.com/files/rec_28790/avatar_beurre-vegetal-avatar.jpg,https://www.magimix.fr/recettes/beurre-vegetal_c,32,Magimix,15,0,15,0,1 pot,"[""30 g d'amandes"", '15 g de noix de cajou', ""120 ml d'eau"", '10 g de levure de bière', '1 pincée de fleur de sel', '5 ml de jus de citron jaune', ""60 ml d'huile de colza"", ""240 ml d'huile de coco"", '1 pincée de curcuma']"
Sauce tomate cuisson lente,SAUCES,https://assets.magimix.com/files/rec_63980/avatar_sauce-tomate-avatar.jpg,https://www.magimix.fr/recettes/sauce-tomate-cuisson-lente_c,32,Magimix,59,4,4,0,1 bol,"['1.6 kg de tomates entières pelées au jus', '3  oignons jaunes', ""4  gousses d'ail"", ""100 ml d'huile d'olive"", '1 pincée de fleur de sel', ""2 c.s. d'origan"", '2 c.s. de paprika', ""3 c.c. de piment d'Espelette""]"
Dukkah aux noisettes,SAUCES,https://assets.magimix.com/files/rec_18411/dukah375x353.jpg,https://www.magimix.fr/recettes/dukkah-noisette_c,32,Magimix,10,0,10,0,10 personnes,"['50 g de noisettes torréfiées non salées', '1 c.s. de graines de sésame', '1 c.c. de graines de cumin', '1 c.c. de graines de coriandre', '0.5 c.c. de fleur de sel']"
Mayonnaise à l'italienne,SAUCES,https://assets.magimix.com/files/rec_51364/Pages de MAGIMIX ITA 001-360.pdf (2).jpg,https://www.magimix.fr/recettes/mayonnaise-italienne_c,32,Magimix,5,0,5,0,1 bol,"['1  œuf', '1 c.c. de jus de citron filtré', ""250 ml d'huile de tournesol"", '1 pincée de sel', '1 pincée de poivre']"
Ketchup maison,SAUCES,https://assets.magimix.com/files/rec_59988/TOME4_KIDS_BAT_Page_16.jpg,https://www.magimix.fr/recettes/ketchup-maison_c,32,Magimix,5,30,35,0,1 bol,"['455 g de coulis de tomates', '3 c.s. de vinaigre balsamique', '45 g de sucre', '2 c.c. de paprika', '0.5 c.c. de cannelle', '1 c.c. de noix de muscade', '1 pincée de sel', '1 pincée de poivre']"
Fond de légumes en poudre,SAUCES,https://assets.magimix.com/files/rec_49080/magimix_fond_legumes.jpg,https://www.magimix.fr/recettes/fond-de-legumes-en-poudre_c,32,Magimix,5,2,2,0,1 pot,"['1  carotte', '150 g de céleri-rave', '1  courgette', '1  tomate', ""140 g d'oignons"", '1  échalote', '2 feuilles de basilic hachées', '1 brin de persil haché', '1 feuille de laurier', '1  clou de girofle', '400 g de gros sel', '1 pincée de poivre']"
Bolognaise à la mimolette,SAUCES,https://assets.magimix.com/files/rec_85754/Bolognaise_la_mimolette.jpg,https://www.magimix.fr/recettes/bolognaise-a-la-mimolette_c,32,Magimix,10,45,55,0,4 personnes,"['1  oignon', '200 g de bœuf haché', '200 g de potiron surgelé', '250 g de tomates cerises', '1 c.c. de basilic séché', '60 g de mimolette']"
Sauce financière,SAUCES,https://assets.magimix.com/files/rec_34882/avatar_sauce-financiere-avatar.jpg,https://www.magimix.fr/recettes/sauce-financiere_i,32,Coline,5,8,13,0,1 bol,"[""200 g d'olives dénoyautées"", '1 pincée de sel', '200 g de champignons de Paris', '1 c.s. de concentré de tomate', '45 g de beurre', '0.5 L de bouillon de volaille', '60 g de farine']"
Sauce à pizza,SAUCES,https://assets.magimix.com/files/rec_82434/avatar_avatar Sauce à pizza.jpg,https://www.magimix.fr/recettes/sauce-a-pizza_i,32,la tendresse 73,5,45,50,0,6 personnes,"['1  oignon', ""2  gousses d'ail"", ""3 c.s. d'origan"", '200 g de tomates concassées', '1 c.s. de concentré de tomate', '1 c.s. de cassonade (facultatif)', ""2 c.s. d'huile d'olive"", '1 pincée de sel', '1 pincée de poivre']"
Sauce piquante Romesco,SAUCES,https://assets.magimix.com/files/rec_82341/Romesco2.jpg,https://www.magimix.fr/recettes/sauce-piquante-romesco_c,32,Magimix,5,10,45,30,1 bol,"['1 tranche de pain grillée', ""2  gousses d'ail"", '20 ml de vinaigre de vin', '1 pincée de sel', '1 pincée de poivre', '25 g de noisettes grillées', ""25 g d'amandes grillées"", ""180 ml d'huile d'olive"", '325 g de tomates mûres', '100 g de poivron rouge rôti', '1  piment Guindilla', '6 c.c. de piments Nora']"
Sauce amatriciana,SAUCES,https://assets.magimix.com/files/rec_49530/fr_it_it_fr_1213744004Fotolia_57457804_S.jpg,https://www.magimix.fr/recettes/sauce-amatriciana_c,32,Magimix,5,35,40,0,4 personnes,"['1 bouquet de basilic', '1 pincée de sel', ""2 c.s. d'huile d'olive vierge extra"", '1  oignon jaune', '500 g de tomates fraîches', '1  piment rouge', '100 g de lardons']"
Sauce puttanesca,SAUCES,https://assets.magimix.com/files/rec_54103/fr_Fotolia_96118138_S.jpg,https://www.magimix.fr/recettes/sauce-puttanesca_c,32,Magimix,2,35,37,0,4 personnes,"[""2  gousses d'ail"", '5 brins de persil', '2 c.s. de câpres au sel', '1 pincée de sel', ""100 g d'olives noires"", ""2 c.s. d'huile d'olive vierge extra"", '500 g de tomates fraîches', '1  piment', ""2 filets d'anchois""]"
Sauce tomate,SAUCES,https://assets.magimix.com/files/rec_58161/fr_it_fr_7_roules_de_sole_4147.jpg,https://www.magimix.fr/recettes/sauce-tomate_c,32,Magimix,2,35,37,0,6 personnes,"['1 bouquet de basilic', '1 pincée de sel', ""2 c.s. d'huile d'olive vierge extra"", '0.25  oignon jaune', '500 g de tomates fraîches']"
Pesto à la Trapanèse,SAUCES,https://assets.magimix.com/files/rec_65362/pesto trapanese_avatar.jpg,https://www.magimix.fr/recettes/pesto-a-la-trapanese_c,32,Magimix,10,0,10,0,1 bol,"['1  gousse d’ail', '1 bouquet de basilic', '1 pincée de sel', '50 ml d’huile d’olive vierge extra', '150 g de tomates allongées', '0.5 c.c. de piment']"
Authentique Pesto Italien,SAUCES,https://assets.magimix.com/files/rec_63297/fr_it_5_pesto_4418.jpg,https://www.magimix.fr/recettes/authentique-pesto-italien_c,32,Magimix,10,0,10,0,1 bol,"['1  gousse d’ail (facultatif)', '1 bouquet de basilic', '70 g de parmesan', '15 g de pignons de pin', '100 ml d’huile d’olive vierge extra', '30 g de pecorino râpé']"
Coulis de tomates,SAUCES,https://assets.magimix.com/files/rec_19250/Fotolia_6028553_Subscription_L.jpg,https://www.magimix.fr/recettes/coulis-de-tomates_c,32,Magimix,10,50,1,0,6 personnes,"[""3  gousses d'ail"", '1 pincée de sel', '1 pincée de poivre', ""3 c.s. d'huile d'olive"", '12  tomates', '1  échalote', '10 feuilles de basilic']"
Mayonnaise au wasabi,SAUCES,https://assets.magimix.com/files/rec_21716/fr_9882120464_mayo_tartare_4425.jpg,https://www.magimix.fr/recettes/mayonnaise-au-wasabi_c,32,Magimix,5,0,35,30,1 bol,"['1 pincée de sel', '1 pincée de poivre', ""250 ml d'huile de tournesol"", ""1  jaune d'œuf"", '1 c.s. de wasabi']"
Sauce hollandaise,SAUCES,https://assets.magimix.com/files/rec_18805/fr_br_2114804409r_sauce_hollandaise_4385.jpg,https://www.magimix.fr/recettes/sauce-hollandaise_c,32,Magimix,5,10,15,0,1 bol,"['0.5  citron jaune', '1 pincée de sel', '1 pincée de poivre blanc', '150 g de beurre mou', ""3 c.s. d'eau"", ""3  jaunes d'œufs""]"
Sauce arrabbiata,SAUCES,https://assets.magimix.com/files/rec_9361/sauce arrabiata_avatar.jpg,https://www.magimix.fr/recettes/sauce-arrabbiata_c,32,Magimix,5,35,40,0,4 personnes,"[""1  gousse d'ail"", '5 brins de persil', '1 pincée de sel', ""2 c.s. d'huile d'olive"", '500 g de tomates pelées', '1  petit piment rouge']"
Bolognaise à ma façon,SAUCES,https://assets.magimix.com/files/rec_12615/avatar_1741136077bolo.jpg,https://www.magimix.fr/recettes/bolognaise-a-ma-facon_i,32,Marcel Matiussi,10,1,1,0,8 personnes,"['250 g de bœuf haché', '250 g de veau haché', '250 g de chair à saucisse', '1  oignon', '1  échalote', '1 branche de céleri branche', '1  carotte', ""3  gousses d'ail"", '1 zeste de citron', '0.25 bouquet de basilic', '800 g de tomates pelées', '3 c.s. de concentré de tomates', '1 verre de vin rouge', ""1 c.s. d'huile d'olive"", '1 pincée de sel', '1 pincée de poivre']"
Sauce béchamel sans gluten,SAUCES,https://assets.magimix.com/files/rec_24898/fr_avatar_choufleur.jpg,https://www.magimix.fr/recettes/sauce-bechamel-sans-gluten_i,32,Marcel Matiussi,15,1,1,0,1 bol,"['0.5 L de lait', '40 g de beurre', '60 g de fécule de maïs (Maïzena®)', '1 pincée de sel', '1 pincée de poivre', '1 pincée de muscade']"
Sauce champignon,SAUCES,https://assets.magimix.com/files/rec_9182/2116269590sauce_champi.jpg,https://www.magimix.fr/recettes/sauce-champignon_i,32,JESSICA,5,5,10,0,4 personnes,"['250 g de champignons de Paris', '150 ml de lait', ""150 ml d'eau"", '3 c.c. de fond de veau', '1 pincée de sel', '1 pincée de poivre', '40 g de farine', '1.5 c.s. de crème fraîche']"
Mélange crémeux,SAUCES,https://assets.magimix.com/files/rec_16282/2888668056_gratin_de_legumes_hiver_3973.jpg,https://www.magimix.fr/recettes/melange-cremeux_c,32,Magimix,5,0,5,0,1 bol,"[""4 brins d'estragon"", '100 ml de lait', '100 g de ricotta', '210 ml de crème liquide']"
Mayonnaise au gingembre,SAUCES,https://assets.magimix.com/files/rec_15365/fr_10_croquettes_de_crabe_4139.jpg,https://www.magimix.fr/recettes/mayonnaise-au-gingembre_c,32,Magimix,5,0,5,0,1 bol,"['1 c.s. de moutarde', '2 cm de gingembre râpé', '1 pincée de sel', '1 pincée de poivre du moulin', ""250 ml d'huile de tournesol"", ""1 c.s. d'eau"", ""1  jaune d'œuf""]"
Sauce bolognaise,SAUCES,https://assets.magimix.com/files/rec_12629/fr_4478632465_lasagne_4311.jpg,https://www.magimix.fr/recettes/sauce-bolognaise-2_c,32,Magimix,10,30,40,0,6 personnes,"['100 ml de vin rouge', '600 g de viande de bœuf', ""2  gousse(s) d'ail"", '1 c.c. de basilic séché', '1 c.c. de thym séché', '2 g de laurier', '1 pincée de sel', '1 pincée de poivre', ""70 ml d'huile d'olive"", '200 g de carottes', '3  oignon(s)', '1 branche de céleri branche', '800 g de coulis de tomate']"
Sauce carbonara,SAUCES,https://assets.magimix.com/files/rec_23808/fr_13696120914_spaghetti_carbo_4266.jpg,https://www.magimix.fr/recettes/sauce-carbonara_c,32,Magimix,5,10,15,0,4 personnes,"['50 ml de vin blanc', '150 g de parmesan', '200 g de lard', '200 ml de crème épaisse']"
Sauce mornay,SAUCES,https://assets.magimix.com/files/rec_8827/avatar_endives-avatar.jpg,https://www.magimix.fr/recettes/sauce-mornay_c,32,Magimix,5,10,15,0,1 bol,"['50 g de farine', '1 pincée de sel', '1 pincée de poivre', '30 g de comté râpé', ""30 g d'emmental râpé"", '50 g de beurre demi-sel', '300 ml de lait']"
Sauce tahin,SAUCES,https://assets.magimix.com/files/rec_22012/8_falafels_3878.jpg,https://www.magimix.fr/recettes/sauce-tahin_c,32,Magimix,5,0,5,0,1 bol,"['1  citron jaune', ""1  gousse d'ail"", '50 g de tahin', ""2 c.s. d'huile d'olive"", ""2 c.s. d'eau"", '1 c.c. de miel']"
Sauce légère aneth-estragon,SAUCES,https://assets.magimix.com/files/rec_14812/5_st_jacques_vapeur_3742.jpg,https://www.magimix.fr/recettes/sauce-legere-aneth-estragon_c,32,Magimix,5,0,5,0,1 bol,"['0.5  citron jaune bio', ""0.5 bouquet d'estragon"", ""0.5 bouquet d'aneth"", '1 pincée de sel', '1 pincée de poivre', '125 g yaourt nature']"
Sauce salade thaïe,SAUCES,https://assets.magimix.com/files/rec_17852/Fotolia_81970183_S.jpg,https://www.magimix.fr/recettes/sauce-salade-thaie_c,32,Magimix,5,5,10,0,1 bol,"['1  citron vert', '5 feuilles de coriandre', '4 c.s. de nuoc-mâm', '1  petit piment', '2 c.c. de sucre blond']"
Crème fouettée à la betterave,SAUCES,https://assets.magimix.com/files/rec_18963/fr_10_mousses_avocats_3657.jpg,https://www.magimix.fr/recettes/creme-fouettee-a-la-betterave_c,32,Magimix,10,0,10,0,1 bol,"[""1 c.c. de sel fin rose de l'Himalaya"", '0.5  betterave cuite', '200 ml de crème liquide (30 % mat. grasse min.)']"
Sauce aux herbes,SAUCES,https://assets.magimix.com/files/rec_12415/19615248436_asperges_3606.jpg,https://www.magimix.fr/recettes/sauce-aux-herbes_c,32,Magimix,5,0,5,0,1 bol,"['0.5 bouquet de cerfeuil', '0.5 bouquet de ciboulette', '1 c.c. de moutarde', '1 c.s. de vinaigre de riz', ""0.5 bouquet d'estragon"", ""1 pincée de sel rose de l'Himalaya"", '0.5 c.c. de baies roses', ""50 ml d'huile de colza"", '2  oignons nouveaux', ""1 c.s. de sirop d'érable""]"
Sauce rouille,SAUCES,https://assets.magimix.com/files/rec_4337/1880083103_soupe_de_poisson_3254.jpg,https://www.magimix.fr/recettes/sauce-rouille_c,32,Magimix,5,0,5,0,1 bol,"[""2  gousses d'ail"", '1 c.s. de moutarde', '1 pincée de safran', '1 pincée de sel', '1 pincée de poivre', ""200 ml d'huile de tournesol"", '1 c.s. de concentré de tomates', '1  petit piment rouge', ""2  jaunes d'œufs""]"
Pesto roquette-cajou,SAUCES,https://assets.magimix.com/files/rec_8605/Fotolia_65402687_S.jpg,https://www.magimix.fr/recettes/pesto-roquette-cajou_c,32,Magimix,10,0,10,0,1 bol,"['15 ml de jus de citron', ""2  petites gousses d'ail"", '1 bouquet de basilic', '50 g de parmesan râpé', '60 g de noix de cajou', '50 g de pignons de pin', ""100 ml d'huile d'olive"", '150 g de roquette']"
Pesto rosso,SAUCES,https://assets.magimix.com/files/rec_22941/Fotolia_51764899_S.jpg,https://www.magimix.fr/recettes/pesto-rosso_c,32,Magimix,10,0,10,0,1 bol,"[""2  petites gousses d'ail"", '1 bouquet de basilic', '2 brins de romarin', '50 g de parmesan râpé', '50 g de pignons de pin', ""100 ml d'huile d'olive"", '1  échalote', '200 g de tomates séchées']"
Sauce cocktail,SAUCES,https://assets.magimix.com/files/rec_21097/2159883524_mayo_tartare_4425.jpg,https://www.magimix.fr/recettes/sauce-cocktail_c,32,Magimix,10,0,40,30,1 bol,"['1 c.s. de cognac', '1 c.s. de jus de citron', '130 ml de ketchup', '1 c.s. de crème fraîche', '2 gouttes de Tabasco®', ""1  jaune d'œuf"", ""250 ml d'huile de tournesol"", '1 c.s. de moutarde', '1 pincée de sel', '1 pincée de poivre du moulin']"
Aïoli,SAUCES,https://assets.magimix.com/files/rec_10513/7842729534_mayo_tartare_4425.jpg,https://www.magimix.fr/recettes/aioli_c,33,Magimix,10,0,40,30,1 bol,"['1 c.s. de moutarde', '1 pincée de sel', '1 pincée de poivre du moulin', ""250 ml d'huile de tournesol"", ""1  jaune d'œuf"", ""3  gousses d'ail"", ""1 c.s. d'huile d'olive"", '1 c.s. de jus de citron']"
Sauce tartare,SAUCES,https://assets.magimix.com/files/rec_29194/sauce hollandaise allegee_avatar.jpg,https://www.magimix.fr/recettes/sauce-tartare_c,33,Magimix,10,0,40,30,1 personne,"['1 c.s. de moutarde', '1 pincée de sel', '1 pincée de poivre du moulin', ""250 ml d'huile de tournesol"", ""1  jaune d'œuf"", '1  oignon rouge', '2 c.s. de câpres', '1 c.s. de persil séché', '1 c.s. de ciboulette séchée', '5  cornichons']"
Béchamel allégée,SAUCES,https://assets.magimix.com/files/rec_27464/bechamel_avatar.jpg,https://www.magimix.fr/recettes/bechamel-allegee_c,33,Magimix,5,9,14,0,1 bol,"['15 g de fécule de pommes de terre', '50 g de farine de blé semi-complète t110', '1 pincée de sel', '1 pincée de poivre', '1 pincée de noix de muscade', ""40 ml d'huile de colza"", '0.5 L de lait tempéré']"
Sauce hollandaise aux épices,SAUCES,https://assets.magimix.com/files/rec_10348/sauce hollandaise_avatar.jpg,https://www.magimix.fr/recettes/sauce-hollandaise-aux-epices_c,33,Magimix,5,10,15,0,1 bol,"['0.5  citron jaune', '1 pincée de cumin ou de ras-el-hanout', '1 pincée de sel', '1 pincée de poivre blanc', '150 g de beurre mou', ""3 c.s. d'eau"", ""3  jaunes d'œufs""]"
Sauce hollandaise aux agrumes,SAUCES,https://assets.magimix.com/files/rec_27523/sauce hollandaise agrume_avatar.jpg,https://www.magimix.fr/recettes/sauce-hollandaise-aux-agrumes_c,33,Magimix,10,10,20,0,1 bol,"['1 pincée de sel', '1 pincée de poivre blanc', '1  orange ou clémentine', '150 g de beurre mou', ""3 c.s. d'eau"", ""3  jaunes d'œufs""]"
Sauce mousseline,SAUCES,https://assets.magimix.com/files/rec_20137/sauce hollandaise au epices_avatar.jpg,https://www.magimix.fr/recettes/sauce-mousseline_c,33,Magimix,10,7,17,0,1 bol,"['2 c.s. de jus de citron', '1 pincée de sel', '1 pincée de poivre 5 baies', '210 g de beurre mou', ""50 ml d'eau"", ""3  jaunes d'œufs"", ""2  blancs d'œufs""]"
Chutney d'oignons aux raisins,SAUCES,https://assets.magimix.com/files/rec_16012/112939459616_poulet_farci_4245.jpg,https://www.magimix.fr/recettes/chutney-d_oignons-aux-raisins_c,33,Magimix,5,50,55,0,1 bol,"['100 ml de vinaigre de vin', '1 pincée de cannelle', '50 g de raisins secs', ""100 ml d'eau"", '3  oignons doux des Cévennes', '100 g de cassonade']"
Coulis de tomates au basilic,SAUCES,https://assets.magimix.com/files/rec_2103/fr_7_roules_de_sole_4147.jpg,https://www.magimix.fr/recettes/coulis-de-tomates-au-basilic_c,33,Magimix,5,12,17,0,1 bol,"[""1  gousse d'ail"", '5 feuilles de basilic', '1 pincée de sel', '1 pincée de poivre', ""1 c.s. d'huile d'olive"", '1  oignon', '5  tomates allongées']"
Confit d'oignon,SAUCES,https://assets.magimix.com/files/rec_26857/13_pate_de_campagne_3752.jpg,https://www.magimix.fr/recettes/confit-d_oignon_c,33,Magimix,5,40,45,0,1 bol,"['3 brins de thym', ""100 ml d'huile d'olive"", '3  oignons jaunes', '50 g de cassonade', ""100 ml de sirop d'érable""]"
Pesto,SAUCES,https://assets.magimix.com/files/rec_9350/5_pesto_4418.jpg,https://www.magimix.fr/recettes/pesto_c,33,Magimix,10,0,10,0,1 bol,"[""2  petites gousses d'ail"", '1 bouquet de basilic', '50 g de parmesan râpé', '50 g de pignons de pin', ""100 ml d'huile d'olive""]"
Sauce béarnaise,SAUCES,https://assets.magimix.com/files/rec_19461/9678329965_pesto_4418.jpg,https://www.magimix.fr/recettes/sauce-bearnaise_c,33,Magimix,5,7,12,0,1 bol,"['30 ml de vinaigre de vin', ""2 brins d'estragon"", '1 pincée de sel', '1 pincée de poivre', '100 g de beurre froid', ""60 g d'échalotes"", ""3  jaunes d'œufs""]"
Sauce curry,SAUCES,https://assets.magimix.com/files/rec_15656/Fotolia_66804879_S.jpg,https://www.magimix.fr/recettes/sauce-curry_c,33,Magimix,5,5,10,0,1 bol,"['40 g de farine', '2 c.c. de curry en poudre', '1 pincée de sel', '1 pincée de poivre', '30 g de beurre', ""150 ml d'eau"", '150 ml de lait froid', '1.5 c.s. de crème fraîche', '0.5  cube de bouillon de poule']"
Sauce aux poivrons,SAUCES,https://assets.magimix.com/files/rec_8019/Fotolia_69412914_S.jpg,https://www.magimix.fr/recettes/sauce-aux-poivrons_c,33,Magimix,20,35,2,2,1 bol,"[""1  petite gousse d'ail"", '3.5 brins de basilic', '1 pincée de cumin en poudre', ""50 ml d'huile d'olive"", '1  oignon', '400 g de poivrons rouges']"
Mayonnaise,SAUCES,https://assets.magimix.com/files/rec_11448/9882120464_mayo_tartare_4425.jpg,https://www.magimix.fr/recettes/mayonnaise_c,33,Magimix,5,0,35,30,1 bol,"['1 c.s. de moutarde', '1 pincée de sel', '1 pincée de poivre du moulin', ""250 ml d'huile de tournesol"", ""1  jaune(s) d'œuf(s)""]"
Beurre blanc,SAUCES,https://assets.magimix.com/files/rec_18488/9813054483_beurre_blanc_4399.jpg,https://www.magimix.fr/recettes/beurre-blanc_c,33,Magimix,5,8,13,0,1 bol,"['100 ml de vin blanc sec', '1 c.s. de vinaigre blanc', '1 pincée de sel', '1 pincée de poivre 5 baies', '250 g de beurre froid', ""30 ml d'eau"", '2  échalotes']"
